prompt,categories,topic_domain,intent_type,confidence,token_count,best_model,true_category
Create a REST API using Flask/Django (variation 253),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,TNG DeepSeek,coding
Optimize this SQL query for better performance (variation 727),['coding'],technical,question,"{'category': 1.0, 'domain': 0.875, 'intent': 0.0, 'overall': 0.9375}",9,GLM4.5,coding
Create a database schema for e-commerce (variation 605),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.875}",9,TNG DeepSeek,coding
Create a REST API using Flask/Django (variation 115),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,TNG DeepSeek,coding
Debug this JavaScript React component (variation 826),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",7,GPT-OSS,coding
Optimize memory usage in this algorithm (variation 75),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",8,GPT-OSS,coding
Debug this JavaScript React component (variation 729),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",7,GPT-OSS,coding
Debug this JavaScript React component (variation 394),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",7,TNG DeepSeek,coding
Optimize this SQL query for better performance (variation 689),['coding'],technical,question,"{'category': 1.0, 'domain': 0.875, 'intent': 0.0, 'overall': 0.9375}",9,TNG DeepSeek,coding
Debug this JavaScript React component (variation 978),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",7,TNG DeepSeek,coding
Implement a machine learning model in TensorFlow (variation 780),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.8645833333333334}",9,TNG DeepSeek,coding
Optimize memory usage in this algorithm (variation 279),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",8,GLM4.5,coding
Write unit tests for this Python class (variation 798),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,GPT-OSS,coding
Create API documentation with Swagger (variation 880),['coding'],technical,question,"{'category': 0.8, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4583333333333333}",7,TNG DeepSeek,coding
Optimize memory usage in this algorithm (variation 699),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",8,TNG DeepSeek,coding
Debug this JavaScript React component (variation 396),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",7,GLM4.5,coding
Implement data structures like linked lists (variation 76),"['coding', 'reasoning', 'general']",technical,question,"{'category': 0.75, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4375}",8,TNG DeepSeek,coding
Write a regex pattern to validate emails (variation 735),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",9,GPT-OSS,coding
Implement data structures like linked lists (variation 506),"['coding', 'reasoning', 'general']",technical,question,"{'category': 0.75, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4375}",8,GLM4.5,coding
Implement a machine learning model in TensorFlow (variation 99),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.8645833333333334}",9,TNG DeepSeek,coding
Create API documentation with Swagger (variation 891),['coding'],technical,question,"{'category': 0.8, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4583333333333333}",7,TNG DeepSeek,coding
Create a responsive CSS layout (variation 569),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",7,TNG DeepSeek,coding
Implement authentication with JWT tokens (variation 186),['coding'],technical,question,"{'category': 0.45, 'domain': 0.25, 'intent': 0.0, 'overall': 0.2708333333333333}",7,TNG DeepSeek,coding
Implement a machine learning model in TensorFlow (variation 163),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.8645833333333334}",9,GLM4.5,coding
Build a GraphQL API with Node.js (variation 843),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7708333333333334}",9,TNG DeepSeek,coding
Create a CI/CD pipeline with GitHub Actions (variation 9),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",10,GLM4.5,coding
Create a CI/CD pipeline with GitHub Actions (variation 913),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",10,TNG DeepSeek,coding
Build a web scraper using BeautifulSoup (variation 174),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",8,GPT-OSS,coding
Implement authentication with JWT tokens (variation 393),['coding'],technical,question,"{'category': 0.45, 'domain': 0.25, 'intent': 0.0, 'overall': 0.2708333333333333}",7,GLM4.5,coding
Create a REST API using Flask/Django (variation 517),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,TNG DeepSeek,coding
Set up a Docker container for microservices (variation 339),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",9,TNG DeepSeek,coding
Optimize memory usage in this algorithm (variation 833),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",8,GPT-OSS,coding
Build a chatbot using NLP libraries (variation 511),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",8,GPT-OSS,coding
Optimize memory usage in this algorithm (variation 132),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",8,TNG DeepSeek,coding
Implement data structures like linked lists (variation 445),"['coding', 'reasoning', 'general']",technical,question,"{'category': 0.75, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4375}",8,TNG DeepSeek,coding
Build a web scraper using BeautifulSoup (variation 91),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",8,TNG DeepSeek,coding
Implement data structures like linked lists (variation 39),"['coding', 'reasoning', 'general']",technical,question,"{'category': 0.75, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4375}",8,TNG DeepSeek,coding
Optimize memory usage in this algorithm (variation 653),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",8,TNG DeepSeek,coding
Create API documentation with Swagger (variation 476),['coding'],technical,question,"{'category': 0.8, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4583333333333333}",7,GPT-OSS,coding
Write unit tests for this Python class (variation 935),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,GLM4.5,coding
Optimize memory usage in this algorithm (variation 348),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",8,GPT-OSS,coding
Build a chatbot using NLP libraries (variation 409),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",8,GPT-OSS,coding
Set up a Docker container for microservices (variation 117),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",9,GPT-OSS,coding
Create a CI/CD pipeline with GitHub Actions (variation 685),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",10,GPT-OSS,coding
Implement caching with Redis (variation 149),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",6,TNG DeepSeek,coding
Build a GraphQL API with Node.js (variation 764),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7708333333333334}",9,TNG DeepSeek,coding
Optimize this SQL query for better performance (variation 659),['coding'],technical,question,"{'category': 1.0, 'domain': 0.875, 'intent': 0.0, 'overall': 0.9375}",9,Qwen3,coding
Write async/await functions in JavaScript (variation 47),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",8,TNG DeepSeek,coding
Write a regex pattern to validate emails (variation 143),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",9,TNG DeepSeek,coding
Optimize this SQL query for better performance (variation 656),['coding'],technical,question,"{'category': 1.0, 'domain': 0.875, 'intent': 0.0, 'overall': 0.9375}",9,TNG DeepSeek,coding
Build a GraphQL API with Node.js (variation 12),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7708333333333334}",9,GLM4.5,coding
Create a responsive CSS layout (variation 968),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",7,TNG DeepSeek,coding
Create a database schema for e-commerce (variation 122),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.875}",9,GLM4.5,coding
Create a database schema for e-commerce (variation 698),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.875}",9,GLM4.5,coding
Implement a machine learning model in TensorFlow (variation 41),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.8645833333333334}",9,TNG DeepSeek,coding
Build a chatbot using NLP libraries (variation 201),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",8,TNG DeepSeek,coding
Create API documentation with Swagger (variation 461),['coding'],technical,question,"{'category': 0.8, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4583333333333333}",7,GPT-OSS,coding
Optimize memory usage in this algorithm (variation 558),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",8,TNG DeepSeek,coding
Set up a Docker container for microservices (variation 594),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",9,TNG DeepSeek,coding
Implement a machine learning model in TensorFlow (variation 815),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.8645833333333334}",9,GPT-OSS,coding
Implement authentication with JWT tokens (variation 824),['coding'],technical,question,"{'category': 0.45, 'domain': 0.25, 'intent': 0.0, 'overall': 0.2708333333333333}",7,GPT-OSS,coding
Optimize memory usage in this algorithm (variation 5),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",8,TNG DeepSeek,coding
Write a Python function to implement binary search (variation 374),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",10,GLM4.5,coding
Implement caching with Redis (variation 177),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",6,TNG DeepSeek,coding
Build a chatbot using NLP libraries (variation 461),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",8,TNG DeepSeek,coding
Write unit tests for this Python class (variation 99),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,TNG DeepSeek,coding
Create a responsive CSS layout (variation 823),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",7,GPT-OSS,coding
Build a chatbot using NLP libraries (variation 709),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",8,GPT-OSS,coding
Set up a Docker container for microservices (variation 771),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",9,TNG DeepSeek,coding
Implement a machine learning model in TensorFlow (variation 565),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.8645833333333334}",9,GPT-OSS,coding
Implement authentication with JWT tokens (variation 83),['coding'],technical,question,"{'category': 0.45, 'domain': 0.25, 'intent': 0.0, 'overall': 0.2708333333333333}",7,TNG DeepSeek,coding
Write a regex pattern to validate emails (variation 457),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",9,TNG DeepSeek,coding
Implement data structures like linked lists (variation 685),"['coding', 'reasoning', 'general']",technical,question,"{'category': 0.75, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4375}",8,GLM4.5,coding
Write a Python function to implement binary search (variation 881),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",10,GLM4.5,coding
Create a REST API using Flask/Django (variation 348),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,TNG DeepSeek,coding
Build a web scraper using BeautifulSoup (variation 154),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",8,TNG DeepSeek,coding
Optimize this SQL query for better performance (variation 891),['coding'],technical,question,"{'category': 1.0, 'domain': 0.875, 'intent': 0.0, 'overall': 0.9375}",9,GLM4.5,coding
Write a Python function to implement binary search (variation 54),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",10,GPT-OSS,coding
Build a chatbot using NLP libraries (variation 624),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",8,TNG DeepSeek,coding
Implement caching with Redis (variation 229),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",6,GLM4.5,coding
Create a REST API using Flask/Django (variation 75),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,TNG DeepSeek,coding
Set up a Docker container for microservices (variation 704),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",9,TNG DeepSeek,coding
